基隆市中正區,25.1407924,121.7570647
基隆市七堵區,25.097653,121.7143126
基隆市暖暖區,25.1001834,121.7337443
基隆市安樂區,25.1211808,121.7208917
基隆市仁愛區,25.125069,121.7345653
基隆市信義區,25.1294717,121.7512671
基隆市中山區,25.152899,121.7273633
台北市北投區,25.13333333,121.5
台北市士林區,25.1,121.5166667
台北市內湖區,25.08333333,121.5833333
台北市中山區,25.06666667,121.5333333
台北市南港區,25.05,121.6166667
台北市大同區,25.05,121.5166667
台北市松山區,25.05,121.5666667
台北市信義區,25.03333333,121.5666667
台北市大安區,25.03333333,121.5333333
台北市中正區,25.01666667,121.5166667
台北市文山區,24.98333333,121.55
新北市石門區,25.3,121.5666667
新北市三芝區,25.25,121.5
新北市金山區,25.21666667,121.6333333
新北市萬里區,25.18333333,121.6833333
新北市淡水區,25.16666667,121.4333333
新北市八里區,25.11666667,121.3833333
新北市瑞芳區,25.11666667,121.8166667
新北市林口區,25.08333333,121.3833333
新北市五股區,25.08333333,121.3833333
新北市蘆州區,25.08333333,121.4666667
新北市泰山區,25.06666667,121.4166667
新北市三重區,25.06666667,121.4833333
新北市汐止區,25.06666667,121.65
新北市新莊區,25.03333333,121.45
新北市平溪區,25.03333333,121.7333333
新北市雙溪區,25.03333333,121.85
新北市貢寮區,25.03333333,121.9166667
新北市板橋區,25.01666667,121.45
新北市永和區,25.01666667,121.5
新北市中和區,25,121.4833333
新北市深坑區,25,121.6
新北市樹林區,24.98333333,121.4166667
新北市石碇區,24.98333333,121.65
新北市土城區,24.96666667,121.4333333
新北市鶯歌區,24.95,121.35
新北市新店區,24.95,121.5333333
新北市三峽區,24.93333333,121.3666667
新北市坪林區,24.93333333,121.7
新北市烏來區,24.86666667,121.55
桃園市大園區,25.06666667,121.1833333
桃園市蘆竹區,25.05,121.25
桃園市觀音區,25.03333333,121.0666667
桃園市龜山區,25,121.3333333
桃園市桃園區,24.98333333,121.3
桃園市新屋區,24.96666667,121.1
桃園市平鎮區,24.95,121.2
桃園市中壢區,24.95,121.2166667
桃園市八德區,24.93333333,121.2833333
桃園市楊梅區,24.9,121.1333333
桃園市大溪區,24.88333333,121.2833333
桃園市龍潭區,24.86666667,121.2
桃園市復興區,24.81666667,121.35
新竹縣新豐鄉,24.9,120.9833333
新竹縣湖口鄉,24.9,121.0333333
新竹縣竹北市,24.83333333,121
新竹縣新埔鄉,24.83333333,121.0666667
新竹市東區,24.8052465,120.9402406
新竹市北區,24.8053224,120.9402406
新竹縣關西鄉,24.8,121.1666667
新竹縣芳林鄉,24.78333333,121.0666667
新竹市香山區,24.76666667,120.9333333
新竹縣寶山鄉,24.76666667,120.9833333
新竹縣竹東鎮,24.73333333,121.0833333
新竹縣橫山鄉,24.71666667,121.1166667
新竹縣尖石鄉,24.71666667,121.2
新竹縣北埔鄉,24.7,121.05
新竹縣峨眉鄉,24.68333333,121.0166667
新竹縣五峰鄉,24.63333333,121.1166667
苗栗縣竹東鎮,24.68333333,120.8666667
苗栗縣頭份鎮,24.68333333,120.9
苗栗縣三灣鄉,24.65,120.95
苗栗縣造橋鄉,24.63333333,120.85
苗栗縣後龍鎮,24.61666667,120.7833333
苗栗縣南莊鄉,24.6,121
苗栗縣頭屋鄉,24.56666667,120.85
苗栗縣西湖鄉,24.55,120.75
苗栗縣苗栗市,24.55,120.8166667
苗栗縣獅潭鄉,24.55,120.9166667
苗栗縣銅鑼鄉,24.5,120.7833333
苗栗縣公館鄉,24.5,120.8166667
苗栗縣通霄鎮,24.48333333,120.6666667
苗栗縣苑裡鎮,24.45,120.65
苗栗縣泰安鄉,24.41666667,120.9166667
苗栗縣三義鄉,24.41666667,120.7666667
苗栗縣卓蘭鎮,24.31666667,120.8166667
台中市大安區,24.35,120.5833333
台中市大甲區,24.35,120.5166667
台中市外埔區,24.33333333,120.65
台中市后里區,24.3,120.7
台中市石崗區,24.28333333,120.7666667
台中市清水區,24.26666667,120.5666667
台中市梧棲區,24.25,120.5166667
台中市神崗區,24.25,120.65
台中市豐原區,24.25,120.7166667
台中市新社區,24.25,120.8
台中市東勢區,24.25,120.8166667
台中市沙鹿區,24.23333333,120.55
台中市大雅區,24.21666667,120.6333333
台中市潭子區,24.21666667,120.7
台中市龍井區,24.2,120.5333333
台中市西屯區,24.18333333,120.6166667
台中市北屯區,24.16666667,120.6833333
台中市和平區,24.16666667,120.8833333
台中市大肚區,24.15,120.5333333
台中市南屯區,24.13333333,120.6166667
台中市太平區,24.13333333,120.7
台中市烏日區,24.1,120.6166667
台中市大里區,24.1,120.6666667
台中市霧峰區,24.06666667,120.6833333
彰化縣伸港鄉,24.16666667,120.4833333
彰化縣線西鄉,24.13333333,120.45
彰化縣和美鎮,24.11666667,120.4833333
彰化縣鹿港鎮,24.06666667,120.4333333
彰化縣彰化市,24.06666667,120.5333333
彰化縣秀水鄉,24.05,120.5
彰化縣福興鄉,24.03333333,120.45
彰化縣花壇鄉,24.03333333,120.5333333
彰化縣芬園鄉,24.01666667,120.6166667
彰化縣埔鹽鄉,24,120.4666667
彰化縣大村鄉,24,120.5333333
彰化縣溪湖鄉,23.96666667,120.4666667
彰化縣員林鎮,23.96666667,120.5666667
彰化縣埔心鄉,23.95,120.5333333
彰化縣芳苑鄉,23.93333333,120.3166667
彰化縣永靖鄉,23.91666667,120.5333333
彰化縣二林鎮,23.9,120.35
彰化縣埤頭鄉,23.9,120.4666667
彰化縣田尾鄉,23.9,120.5166667
彰化縣社頭鄉,23.9,120.5833333
彰化縣北斗鎮,23.88333333,120.5166667
彰化縣竹塘鄉,23.86666667,120.4166667
彰化縣田中鎮,23.86666667,120.5833333
彰化縣大城鄉,23.85,120.3166667
彰化縣溪州鄉,23.85,120.4833333
彰化縣二水鄉,23.81666667,120.6166667
南投縣國姓鄉,24.05,120.85
南投縣仁愛鄉,24.01666667,121.1166667
南投縣草屯鎮,23.98333333,120.6833333
南投縣埔里鎮,23.96666667,120.95
南投縣南投市,23.9,120.6833333
南投縣魚池鄉,23.9,120.9333333
南投縣中寮鄉,23.88333333,120.75
南投縣名間鄉,23.83333333,120.6833333
南投縣集集鎮,23.83333333,120.75
南投縣水裡鄉,24.81666667,120.85
南投縣竹山鎮,23.76666667,120.6666667
南投縣鹿谷鄉,23.75,120.7333333
南投縣信義鄉,23.7,120.85
雲林縣西螺鎮,23.8,120.45
雲林縣崙背鄉,23.76666667,120.35
雲林縣二崙鄉,23.76666667,120.4
雲林縣林內鄉,23.76666667,120.6166667
雲林縣麥寮鄉,23.75,120.25
雲林縣荊桐鄉,23.75,120.4833333
雲林縣虎尾鎮,23.71666667,120.4333333
雲林縣台西鄉,23.7,120.1833333
雲林縣褒忠鄉,23.7,120.3
雲林縣斗六市,23.7,120.5333333
雲林縣斗南鎮,23.68333333,120.4666667
雲林縣東勢鄉,23.66666667,120.25
雲林縣土庫鎮,23.66666667,120.3833333
雲林縣大埤鄉,23.65,120.25
雲林縣元長鄉,23.65,120.2833333
雲林縣古坑鄉,23.65,120.55
雲林縣四湖鄉,23.63333333,120.2166667
雲林縣口湖鄉,23.58333333,120.1666667
雲林縣水林鄉,23.56666667,120.2333333
雲林縣北港鎮,23.56666667,120.3
嘉義市西區,23.492503,120.412538
嘉義市東區,23.478623,120.453486
嘉義縣溪口鄉,23.6,120.453486
嘉義縣大林鎮,23.6,120.45
嘉義縣梅山鄉,23.58333333,120.55
嘉義縣新港鄉,23.55,120.3333333
嘉義縣民雄鄉,23.55,120.4166667
嘉義縣竹崎鄉,23.51666667,120.55
嘉義縣六腳鄉,23.5,120.25
嘉義縣嘉義市,23.48333333,120.45
嘉義縣朴子鎮,23.46666667,120.2333333
嘉義縣太保鄉,23.46666667,120.3166667
嘉義縣番路鄉,23.46666667,120.55
嘉義縣東石鄉,23.45,120.1333333
嘉義縣水上鄉,23.43333333,120.3833333
嘉義縣吳鳳鄉,23.43333333,120.7333333
嘉義縣鹿草鄉,23.41666667,120.3
嘉義縣中埔鄉,23.41666667,120.5166667
嘉義縣布袋鎮,23.38333333,120.15
嘉義縣義竹鄉,23.33333333,120.2333333
嘉義縣大埔鄉,23.3,120.5833333
台南市後壁區,23.36666667,120.35
台南市白河區,23.35,120.4
台南市鹽水區,23.31666667,120.2666667
台南市新營區,23.31666667,120.3166667
台南市東山區,23.31666667,120.4
台南市柳營區,23.28333333,120.3
台南市北門區,23.26666667,120.1166667
台南市學甲區,23.23333333,120.1666667
台南市下營區,23.23333333,120.25
台南市六甲區,23.23333333,120.35
台南市將軍區,23.21666667,120.1333333
台南市麻豆區,23.18333333,120.25
台南市官田區,23.18333333,120.3333333
台南市楠西區,23.18333333,120.4833333
台南市佳里區,23.16666667,120.1666667
台南市七股區,23.13333333,120.1166667
台南市西港區,23.13333333,120.2
台南市善化區,23.13333333,120.2833333
台南市玉井區,23.13333333,120.45
台南市安定區,23.11666667,120.2333333
台南市大內區,23.11666667,120.35
台南市山上區,23.1,120.35
台南市新市區,23.08333333,120.2833333
台南市安南區,23.05,120.1833333
台南市左鎮區,23.05,120.4
台南市南化區,23.05,120.4666667
台南市永康區,23.03333333,120.25
台南市新化區,23.03333333,120.3
台南市安平區,23,120.15
台南市仁德區,22.96666667,120.25
台南市歸仁區,22.96666667,120.2833333
台南市龍崎區,22.96666667,120.3666667
台南市關廟區,22.96666667,120.3166667
高雄市桃源區,23.16666667,120.7666667
高雄市甲仙區,23.08333333,120.5833333
高雄市六龜區,23,120.45
高雄市杉林區,22.98333333,120.5333333
高雄市內門區,22.93333333,120.45
高雄市茄萣區,22.9,120.1666667
高雄市湖內區,22.9,120.2
高雄市美濃區,22.9,120.5333333
高雄市茂林區,22.9,120.6666667
高雄市阿蓮區,22.88333333,120.3166667
高雄市旗山區,22.88333333,120.4666667
高雄市路竹區,22.86666667,120.25
高雄市田寮區,22.83333333,120.4166667
高雄市永安區,22.81666667,120.2166667
高雄市岡山區,22.8,120.2833333
高雄市燕巢區,22.8,120.35
高雄市彌陀區,22.78333333,120.2333333
高雄市梓官區,22.76666667,120.2666667
高雄市橋頭區,22.76666667,120.3166667
高雄市楠梓區,22.73333333,120.3333333
高雄市大社區,22.73333333,120.3333333
高雄市左營區,22.7,120.2833333
高雄市仁武區,22.7,120.35
高雄市大樹區,22.7,120.4166667
高雄市鳥松區,22.66666667,120.35
高雄市鼓山區,22.63333333,120.2666667
高雄市鳳山區,22.63333333,120.35
高雄市旗津區,22.61666667,120.2666667
高雄市大寮區,22.61666667,120.3833333
高雄市前區區,22.6,120.3
高雄市小港區,22.56666667,120.3333333
高雄市林園區,22.5,120.3833333
屏東縣高樹鄉,22.83333333,120.5833333
屏東縣里港鄉,22.78333333,120.4833333
屏東縣鹽埔鄉,22.75,120.5666667
屏東縣霧台鄉,22.75,120.7166667
屏東縣九如鄉,22.73333333,120.4833333
屏東縣三地鄉,22.71666667,120.65
屏東縣長治鄉,22.68333333,120.5166667
屏東縣瑪家鄉,22.68333333,120.6166667
屏東縣屏東市,22.66666667,120.4833333
屏東縣麟洛鄉,22.65,120.5166667
屏東縣內埔鄉,22.61666667,120.5666667
屏東縣泰武鄉,22.6,120.6333333
屏東縣竹田鄉,22.58333333,120.3666667
屏東縣萬丹鄉,22.58333333,120.4833333
屏東縣萬巒鄉,22.56666667,120.55
屏東縣潮州鄉,22.55,120.5333333
屏東縣新園鄉,22.53333333,120.45
屏東縣崁頂鄉,22.51666667,120.5
屏東縣來義鄉,22.51666667,120.65
屏東縣南州鄉,22.5,120.5
屏東縣東港鎮,22.46666667,120.4333333
屏東縣新埤鄉,22.46666667,120.5333333
屏東縣林透鄉,22.43333333,120.5
屏東縣佳冬鄉,22.41666667,120.5333333
屏東縣琉球嶼,22.36666667,120.3666667
屏東縣枋寮鄉,22.36666667,120.5833333
屏東縣春日鄉,22.36666667,120.6333333
屏東縣枋山鄉,22.26666667,120.65
屏東縣獅子鄉,22.2,120.7166667
屏東縣牡丹鄉,22.13333333,120.7666667
屏東縣車城鄉,22.06666667,120.7
屏東縣滿州鄉,22.03333333,120.8333333
屏東縣甯K鎮,22,120.7333333
台東縣長濱鄉,23.31666667,121.45
台東縣池上鄉,23.11666667,121.2
台東縣成功鎮,23.1,121.3666667
台東縣海端鄉,23.1,121.1666667
台東縣關山鄉,23.05,121.15
台東縣東河鄉,22.98333333,121.3
台東縣延平鄉,22.9,121.0833333
台東縣鹿野鄉,22.9,121.1166667
台東縣卑南鄉,22.78333333,121.1166667
台東縣台東市,22.75,121.15
台東縣太麻里鄉,22.61666667,121
台東縣金峰鄉,22.6,121.95
台東縣達仁鄉,22.45,121.8833333
台東縣大武鄉,22.35,121.9
台東縣綠島,22.41666667,121.4666667
台東縣蘭嶼,22.41666667,121.55
花蓮縣秀林鄉,24.11666667,121.6166667
花蓮縣新城鄉,24.03333333,121.65
花蓮縣花蓮市,23.98333333,121.6
花蓮縣吉安鄉,23.96666667,121.5666667
花蓮縣壽豐鄉,23.88333333,121.5
花蓮縣鳳林鎮,23.75,121.45
花蓮縣萬榮鄉,23.71666667,121.3833333
花蓮縣光復鄉,23.65,121.4166667
花蓮縣豐濱鄉,23.6,121.5166667
花蓮縣瑞穗鄉,23.51666667,121.3666667
花蓮縣卓溪鄉,23.35,121.2833333
花蓮縣玉里鄉,23.33333333,121.3
花蓮縣富里鄉,23.16666667,121.2333333
宜蘭縣頭城鎮,24.86666667,121.8166667
宜蘭縣龜山島,24.85,121.9333333
宜蘭縣礁溪鄉,24.83333333,121.7666667
宜蘭縣宜蘭市,24.76666667,121.75
宜蘭縣員山鄉,24.75,121.7166667
宜蘭縣壯圍鄉,24.75,121.7833333
宜蘭縣羅東鎮,24.68333333,121.7666667
宜蘭縣五結鄉,24.68333333,121.7833333
宜蘭縣三星鄉,24.66666667,121.65
宜蘭縣冬山鄉,24.63333333,121.7833333
宜蘭縣大同鄉,24.6,121.5166667
宜蘭縣南澳鄉,24.46666667,121.8
