ID,Answer
0,中國
1,大量放射性元素衰變加熱
2,都市人居學會
3,2008年
4,中國
5,溫州人
6,索馬利亞
7,科德爾·赫爾
8,哈爾濱鐵路局
9,毛澤東
10,文化教育界高級人士
11,豐臣秀吉
12,蘋果公司
13,1962年世界盃
14,韓國
15,戈貝爾·居維葉男爵，簡稱喬治·居維葉
16,鎮壓福建范汝為之亂不力
17,蔬菜
18,「惠潮之民多與鄭氏相通」
19,羅馬人
20,南北大運河
21,1949年
22,董必武
23,張學良
24,加拿大之首
25,仔細觀察大自然
26,狗肉
27,葡萄牙
28,873人
29,權力分離
30,高斯光束傳播理論
31,航空母艦
32,高雄市
33,楊浦區
34,查理曼
35,蒙德極小期
36,給予印度人在中央及省級立法院有限的權力
37,馬祖道地
38,[CLS]
39,研究
40,西方商業模式
41,第7名
42,推古天皇
43,機器人系列
44,《煙臺條約》
45,烏蘇里江
46,中山美術館
47,瑞士
48,《日本邊海略圖》一書
49,三成
50,小金人
51,德國
52,580萬
53,岩石圈
54,前1500年
55,二十世紀八十年代
56,與漢人通婚
57,哈拉爾德看台重建
58,中俄羅斯高地
59,1961年10月
60,1275年
61,基督教
62,縣市
63,83.4%
64,本妙寺
65,裴存藩
66,「向北發展，向南防禦」
67,桓那部
68,[CLS]
69,庚子賠款
70,南極
71,土耳其
72,中華人民共和國政府
73,都市計畫
74,心臟病
75,1986年
76,[CLS]
77,徐達
78,公元245年初
79,回[UNK]部落
80,德國統一社會黨
81,英格蘭聯賽盃
82,中國移動通信
83,儒略二世
84,梅鐸
85,[CLS]
86,耶穌會妨礙他們的殖民主義行為
87,班傑明·富蘭克林
88,大克羅埃西亞主義
89,北高加索
90,芝加哥公牛
91,成都
92,漢斯·艾斯勒
93,巴克萊中心
94,中國四大古橋之一
95,超文字
96,公路網絡
97,2位
98,馬提阿利
99,伊斯蘭教
100,窩闊台汗國
101,多市政府自行興建
102,「上海學府中央區」
103,大氣圈
104,軍事重地一一解禁
105,布拉格之春
106,中華民國大總統袁世凱
107,少女模特兒
108,[CLS]
109,1827年
110,阿里烏教派
111,保護勞動者的合法權益
112,1988年
113,細菌會開始生長，增加食物中毒的可能性
114,八掌溪
115,資訊網
116,1970年
117,恐怖主義
118,歐美日列強
119,國防部
120,奧古斯都
121,草書
122,商品的生產地
123,探馬赤軍
124,新憲法
125,1956年
126,[CLS]
127,米盧斯
128,四年
129,北魏風格
130,公元前216年
131,左心房
132,柏拉圖
133,石器時代
134,紅矮星
135,哈馬尼·迪奧里
136,蔣中正嫡系部隊
137,第四次十字軍東征
138,約瑟夫·朴
139,粳稻
140,1911年
141,國際聯盟
142,敦煌郡
143,1878年5月15日
144,1934年
145,同意權
146,四川省
147,煉鋁業
148,1917年
149,中世紀
150,錢德拉·鮑斯
151,20世紀
152,副熱帶濕潤氣候
153,全真派
154,烏拉圭隊
155,聖索非亞大教堂
156,印度
157,中華人民共和國
158,沙俄
159,亞美尼亞
160,1964年民權法案
161,綫車
162,1976年
163,太祖王
164,1945年
165,威廉·赫歇爾
166,東吳大學
167,《國際動物命名規約
168,昭和天皇
169,共產黨情報局
170,港幣6元
171,美國綠卡
172,212萬人
173,景德鎮
174,鋼鐵工業
175,三陽工業
176,苦修隱居
177,多倫多
178,崇禎季年
179,天主教
180,九州旅客鐵道
181,可也余志
182,俄羅斯聯邦
183,伊斯蘭
184,1941年12月7日
185,845年
186,摩梭人
187,羅斯托夫州
188,2003年
189,孫文
190,穆斯林
191,淮河流域
192,1918年
193,1975年
194,2017年
195,一座廟宇為村民之信仰中心，神明管轄村莊的範圍
196,1921年
197,聖瑪利亞教堂
198,勸誡性長詩
199,尼西亞帝國
200,基因轉殖生物
201,亞熱帶季風性濕潤氣候
202,《標準詞典》
203,1948年
204,高麗國
205,新聞法
206,1862年
207,400萬
208,二十五歲
209,1388年
210,張俊
211,《大目犍連變文》
212,詹姆斯·霍本
213,晉中市
214,嶺北行省
215,白[UNK]紀中期
216,戰爭廳
217,「日產復興計畫」
218,心肌梗塞
219,1985年
220,臺灣
221,水墨畫
222,1999年
223,補庫當天下午
224,埃及
225,大月氏國
226,長久以來以聯合國為代表的國際社會
227,1701年
228,22900人
229,13世紀
230,大話西遊[UNK]
231,儒洪多湖
232,中南海
233,公安邊防部隊
234,[CLS]
235,岡本大八事件
236,宋文帝元嘉年
237,與太祖相悖的
238,李登輝
239,走資本主義道路
240,泉州府
241,兩個
242,安豐塘壩
243,托爾金的兒子克里斯托夫
244,攻城臼炮
245,尼波斯
246,5800日元
247,約瑟夫·朴
248,188萬公里
249,十字軍
250,伊斯蘭黃金時代
251,西方式握拍
252,2005年
253,絕大多數是借了共產政府的小船以捕魚
254,農藥
255,瑪西婭·麥克納特
256,〈妮歌〉
257,1748年
258,1650年
259,查理斯二世
260,利用互補的資源優勢帶動黑龍江流域地區經濟的發展
261,降雨的不均衡
262,總質量
263,10部
264,單車
265,英國
266,梅雨時期
267,重慶
268,四分之三左右
269,歐洲理事會議會大會
270,巴達維亞
271,特被認為是將實驗引入心理學研究的人
272,磚石
273,鋪墊性問題
274,1100公尺
275,漢明帝
276,烽火台
277,1917年
278,《1800聯合法案》
279,紐西蘭
280,香港之女
281,議會初期實行一院制
282,鮑德溫郡
283,美白聖品
284,德國使用無限制潛艇戰
285,六四事件
286,格拉希門克彗星
287,四川省
288,維基媒體
289,民國三十四年
290,雅克·考文
291,分區氣溫
292,許慎
293,6月1日
294,杜比劇院
295,清華學堂
296,奧斯卡金像獎
297,中華民國
298,宗教信仰
299,《蘇達爾摩》
300,劉少奇
301,宋設著作官
302,北方四島
303,力主抗戰
304,元大都
305,公元前1世紀
306,社群技術預覽版
307,5公里
308,窩闊台汗
309,球童
310,基督教教義
311,1936年
312,[CLS]
313,非營利博物館
314,負面情況
315,286年
316,塞德里克·吉班斯
317,加州
318,《愛情萬歲》
319,歐瑞斯特
320,海拔高度
321,東羅馬聖像藝術
322,1978年
323,1913年
324,東正教
325,公元前1世紀
326,1107萬平方公里
327,伊朗人質危機
328,[CLS]
329,葉榆縣
330,突厥人
331,朝鮮平壤南部大同江入海口
332,忠孝伯招討大將軍罪臣國姓
333,以通俗故事來說佛經
334,蘇聯或獨立國協
335,《世俗謬論》
336,日本
337,威廉·吉爾伯特
338,綠島
339,劉子業
340,匈牙利
341,[UNK]
342,1982年
343,拉卜楞鎮
344,中南海
345,小籠饅頭
346,南斯拉夫
347,13%
348,周達觀
349,法國
350,農業
351,《科學怪人》
352,明代
353,在實行突擊群戰術的步兵上配備了大量衝鋒鎗
354,十一個
355,德川幕府
356,攝氏溫標
357,佛教
358,香山縣
359,政客
360,至元二十六年
361,受賄
362,前基
363,1987年
364,黃河
365,槍枝
366,重力
367,中華人民共和國外交部
368,於大陳駐守的太平號驅逐艦遭解放軍魚雷快艇擊沉
369,[CLS]
370,新北市
371,1980年代
372,近衛
373,嘉靖七年
374,歌德
375,1985年
376,外國公使
377,雨季降水
378,《前進報》
379,[CLS]
380,19世紀
381,每年
382,沃爾特·蒙代爾
383,搶鐵集團
384,140年
385,國際動物命名規約
386,政府濫印鈔票
387,[CLS]
388,象徵主義
389,1251年
390,管理人員
391,1857年
392,穆斯林文化
393,1997年
394,27個
395,副主席
396,1949年1月
397,末次冰期
398,紅線
399,腓力四世
400,《日出》
401,[CLS]
402,一局比賽結束之後
403,2015年
404,魏黃初二年
405,東晉
406,忽必烈
407,引入刑事司法法案
408,清朝中期
409,杜魯門
410,前方後圓墳
411,山上王
412,41種
413,亞熱帶海洋性季風氣候
414,高特列本·尼普可夫
415,楊浦區
416,九龍東
417,山水詩
418,特勤局特工
419,黑潮洋流
420,中俄
421,倫敦大學
422,自由土黨
423,意志帝國
424,個人電腦主機板
425,牛牧寺
426,花式撞球
427,[CLS]
428,1.25億
429,波美拉尼亞省
430,燈塔
431,1834年3月6日
432,美國
433,永曆帝冊封他為延平王
434,瓦剌
435,漢朝
436,詹姆斯鮑曼林賽
437,烏拉圭
438,南漢宸
439,[CLS]
440,紐西蘭
441,布雷斯頓·布瑞格
442,文藝復興時期
443,民不聊生
444,瓜倫多卡德
445,國防部
446,暴虐
447,《2005年憲制改革法令》
448,企業爆發涉及高達16億美元的會計造假案件，主要為來自晶片及半導體部門的虛假營收
449,基督教
450,廣鐵
451,梅西
452,俄羅斯蘇維埃社會主義聯邦共和國
453,震國
454,醫學院
455,南斯拉夫反法西斯人民解放委員會
456,莫高窟
457,盧西塔尼亞號
458,理事會
459,杜魯門的葬禮
460,威力低
461,2014年世界盃
462,機器人
463,奴隸制度
464,琥珀摩擦實驗
465,女媧善於補天
466,1913年
467,東京證券交易所
468,漳州府府城
469,積極進攻戰術
470,德國
471,唐朝
472,毛利族
473,[CLS]
474,二二八事件
475,伊斯蘭化
476,2009年
477,黑龍江
478,《論食物》
479,彰化市公所並置市政會議
480,《科學美國人》雜誌
481,天真的
482,2395平方公里
483,巨大的表面積
484,江澤民
485,德國
486,第五
487,《太陽報》
488,監察機構
489,法國
490,總督
491,中國大陸
492,哈爾茨山脈
493,布政使
494,《聯邦法令廢止權條例》
495,許家班
496,75歲
497,乾隆年間
498,俄語
499,輕型小遊艇
500,長安
501,因為大量的廣府人聚居
502,性善論
503,倭寇
504,課外活動指導組
505,天武天皇時期
506,刺激劑
507,羅馬的財富
508,1945年
509,鮑德溫二世
510,蕭道成
511,重慶
512,南加大
513,早期
514,蘇聯
515,戰國策
516,倫敦時報
517,第二代
518,胚芽米
519,日治時期
520,1993年
521,雪海燕
522,西漢時期
523,西元476年
524,俄羅斯歐洲
525,民國十六年
526,12世紀後期
527,2012年
528,白水門事件
529,日佔時期
530,支鏈澱粉
531,宿豫城
532,[CLS]
533,維也納發生大雷雨
534,美國
535,[CLS]
536,《易經》
537,倫敦
538,內蒙古自治區
539,嘉定府
540,陳水扁
541,[CLS]
542,有爭議
543,岩溶山原地貌
544,過早引爆
545,大型整流罩
546,19世紀晚期
547,進口
548,巴燕縣
549,東羅馬皇帝
550,儒家
551,西班牙
552,18小時
553,26名
554,赫魯雪夫時期
555,突厥
556,1992年蘇聯解體後
557,半西方式握拍
558,[CLS]
559,李[UNK]
560,1972年
561,中國南方
562,詹姆斯諾克斯波爾克
563,核化學
564,蒙古國
565,宣傳鼓吹民族民主革命
566,商稅
567,每週功課
568,劉牢之
569,2007年
570,斯洛維尼亞
571,1980年代
572,[CLS]
573,莫斯科和平協定
574,24位
575,散布異端
576,常綠闊葉木本植物
577,喀什市
578,高容姬
579,500席
580,1966年
581,[CLS]
582,希臘
583,1260年
584,戰略地位
585,擊敗福田當選總裁組閣
586,北伐必敗論
587,1995年
588,曾德
589,中國人民解放軍海軍
590,大衛營和約
591,匈牙利王國
592,2004年
593,陳誠
594,1945年
595,[CLS]
596,[CLS]
597,2001年3月
598,漢諾瓦全能運動隊
599,62萬
600,1920年
601,點燃煙火
602,潮州體育館
603,解放軍
604,伯明罕
605,設計實驗
606,中蘇友好同盟條約
607,江戶幕府
608,希臘-保加利亞聯軍
609,350年
610,慶曆和議
611,保護荒野
612,政治哲學
613,熱帶草原氣候
614,古波斯語
615,恐龍
616,甘地
617,11世紀
618,1897年
619,截擊
620,人權狀況
621,1960年
622,14800日元
623,性別相同的人彼此締結為婚姻關係
624,新北市
625,孔祥熙公館
626,忽必烈
627,維也納
628,太平天國戰亂
629,為了服務偏遠地區，鼓勵搭乘大眾運輸工具
630,為阻隔東德人遷往西德
631,德國鐵路股份公司
632,五一勞動節
633,渤海國
634,俄羅斯帝國
635,影藝術與科學學院
636,列寧
637,戴維·里滕豪斯
638,島原鐵道
639,要塞
640,14世紀末
641,熱拉爾·普魯尼爾
642,愛爾蘭
643,南北朝時期
644,[CLS]
645,耶穌會
646,《大公報》
647,勞倫斯·薩默斯
648,清同治年間
649,卑南族
650,兩小時
651,安德烈·曼紐爾·德·里奧
652,企鵝
653,漢陽
654,動物園
655,濟南
656,遺傳物質技術
657,中央七彩噴水池
658,法國
659,1873年
660,宋代
661,「舊金山和約」
662,太平洋
663,拉丁文
664,5千年
665,亨利四世
666,在去世後
667,「武力統一
668,1950年
669,軟席候車室
670,加金絲織物
671,黃虎旗
672,1957年
673,商朝時期
674,抑鬱
675,鎮江都統司酒樓
676,美國電影藝術與科學學院
677,護西域副尉長駐敦煌
678,奉系軍閥
679,查爾斯·派爾
680,石灰石
681,四面環海
682,英國核燃料公司
683,宋神宗
684,董建華
685,羅馬天主教會
686,丁磊
687,1958年
688,成都平原
689,八百餘年
690,[CLS]
691,八卦台地
692,保定
693,彌爾
694,1291年
695,天道
696,民國9年
697,承久3年
698,1991年
699,岩石圈受到壓縮應力的結果而形成
700,晉廷因為冉閔稱帝而不理
701,烈士
702,阿姆利則慘案
703,鐵軌
704,1815年
705,《星際信使》
706,新城大樓
707,2
708,越南共和國軍
709,約翰長老
710,解決財政問題
711,發球上網
712,石弘
713,[CLS]
714,14個
715,倫敦-利物浦
716,反對同性婚姻的人
717,所有的納稅人
718,電離層
719,阿聯迪拉姆
720,潘基文
721,2015年
722,軌道要穩定
723,21196.18公里
724,大草原
725,不能
726,王羲之
727,中華隊
728,機車
729,「有組織叛亂行為」
730,赫魯雪夫
731,三七事件
732,大楷字體
733,西雙版納
734,客座教授
735,維基媒體
736,信義計畫區
737,宣傳
738,極光
739,古印度故事
740,真空極化
741,崇福寺
742,外交的騙局
743,[CLS]
744,布里斯托
745,國內的貴族政治與神職人員影響重大
746,忽必烈
747,考迪羅
748,「美麗島」
749,亞歷山大·布隆尼亞爾
750,飛鳥時代
751,城市軌道交通
752,亨利八世
753,中國市場
754,崔浩
755,婆羅米文
756,歐洲戰事
757,文藝復興
758,暴力革命傾向
759,中國和日本
760,1個
761,授權
762,小籠饅頭
763,普勞圖斯
764,西元337年
765,加入歐盟
766,[CLS]
767,散騎常侍
768,大祈殿
769,1980年代
770,忽必烈
771,賈漢沙
772,毛澤東
773,俄羅斯
774,羅馬
775,猶太教
776,42.00
777,9世紀
778,優秀西部片演員
779,50%
780,林登強森
781,第二次世界大戰
782,預熟米
783,聽骨鏈
784,[CLS]
785,洛杉磯加利福尼亞大學
786,莫須有
787,關東大地震
788,終身軟禁
789,磁場
790,母系社會
791,香港法例
792,十年
793,5月26日
794,兩岸分治
795,蘇聯時期
796,[CLS]
797,美國
798,聖烏爾蘇拉
799,哥本哈根
800,為了防止故意誤導球的走向
801,美國
802,明朝
803,金朝陽集團
804,50～75公斤
805,廈門大學
806,考迪羅主義
807,印第安公司
808,德意志帝國
809,45公里
810,韓國司法機構
811,《重慶日報》
812,西吉斯蒙德
813,楊璉真珈
814,茶道文化
815,軍功
816,亦思巴奚兵亂
817,1990年代中後期
818,法國
819,19世紀末期
820,湯·韋迪加
821,「八角大樓」
822,1990年
823,擁護簡單幸福
824,[CLS]
825,方便世界各地有投資意願人士申請香港居留權，以引進資金和人才
826,1989年
827,石炭紀晚期
828,所有的選項全未通過
829,世界銀行
830,托爾金
831,香港電影
832,朝鮮王朝時期
833,議會民主制
834,橢圓星系
835,約翰西尼切里布
836,1932年
837,1994年世界盃
838,恆星
839,西班牙帝國
840,葡萄牙語
841,1949年
842,曼尼托巴法案
843,金正哲
844,荷蘭人
845,約翰·洛吉·貝爾德
846,余天錫
847,漢軍
848,查士丁尼法典
849,尤里西斯·辛普森·格蘭特
850,古斯都
851,光球層
852,保護中東鐵路
853,安南計畫
854,紅河戰役
855,80億美元
856,泡沫經濟
857,1949年
858,納粹黨
859,無脊椎動物
860,拉多加湖
861,反清之役
862,知識炫耀嫌疑
863,1000米
864,5年
865,風雨漸歇，鄭成功的主副座船才得以回到岸邊與艦隊會合
866,恆星
867,仁出生前夕祖母夢見有人從雲中送子來，夢醒時他剛好出生
868,第149位
869,西哥德王國
870,公元197年
871,廣州-深圳西普速列車
872,[CLS]
873,庇護十一世
874,法顯
875,老羅斯福
876,靜電的基本定律
877,詹姆士·史都華
878,多人多發動機
879,佛山
880,8200年前
881,嘉禾二年
882,唐繼堯
883,新南威爾斯大學
884,戶籍制度
885,挪威國王哈康五世
886,富蘭克林·羅斯福
887,李成棟
888,[CLS]
889,1871年
890,一江山島
891,喬治·盧卡斯
892,準備組織150萬大軍以滅東晉
893,新自行車
894,世襲
895,中斷
896,積雲階段
897,卡倫河
898,物種的演化是通過自然選擇的方式實現的
899,九一八事變
900,制勝球
901,前線通訊
902,德國
903,圖西族
904,靖難
905,全國農村農夫
906,楊榮
907,2006年
908,二十二行省
909,劉義符
910,小型地方商圈
911,2001年
912,自殺預防
913,南國農
914,農業
915,漢水
916,金門
917,2000毫米
918,1155年
919,俄語
920,唐朝玄奘法師
921,不乾膠
922,參戰軍
923,副議長
924,山毛櫸林
925,沙爾孫巴提安
926,1917年
927,天安門廣場
928,恆星形成的世代交替中
929,三層
930,美國
931,40歲
932,100公里/小時
933,電子工業
934,泡子
935,保存聯邦
936,非營利組織
937,宗教信仰
938,段祺瑞
939,英斂之
940,低地球軌道
941,「滇」
942,十字軍
943,戚繼光
944,一千億個
945,國立中山大學
946,長城
947,鯉魚山
948,科孚島
949,修正與整合先前已得的知識
950,黃金餃
951,青少年時代
952,共和黨革命效應
953,四分之三
954,敵視反對
955,[CLS]
956,深圳
957,鍾義信
958,肝癌
959,英國
960,印歐語系
961,心房鈉尿肽
962,華碩
963,德國國內市場經濟無法發展
964,袁隆平
965,牛肉
966,1961年11月
967,高石碑鎮
968,1911年
969,《大般若經》
970,1926年9月正日
971,新加坡
972,怕他與燕王呵成一氣
973,赫沃斯托夫
974,英語
975,張伯苓
976,以避免壓縮機／渦輪解體時可能造成的傷亡或機體損壞
977,瑪格麗特
978,2005年
979,專城副都統
980,4610年
981,伊斯蘭教
982,混合了多種方言
983,全國人民代表大會
984,「蝦夷地」
985,多倫多
986,25個
987,1161
988,宗王劉義慶
989,東突厥
990,霰彈槍
991,重慶市
992,祕色瓷
993,2000億金馬克
994,九龍塘省善真堂
995,12世紀
996,明洪武元年
997,久彌宮妃
998,1992年
999,為解決「羅馬問題」
1000,以鞏固勢力
1001,中世紀時期
1002,2012年
1003,虎亞目
1004,[CLS]
1005,《阿[UNK]婆吠陀》
1006,耳廓
1007,資助倫巴第同盟
1008,漢人
1009,三國時期
1010,外圍賽
1011,對閩南地形較為熟識
1012,美軍基地
1013,1859年
1014,前田利家
1015,多元性
1016,中共政治犯
1017,桃花源記
1018,1937年
1019,夏威夷檀香山
1020,[CLS]
1021,水壩
1022,朝聖者
1023,1949年
1024,中國鐵通集團有限公司
1025,《論共產黨員的修養》
1026,航空母艦
1027,郡縣制
1028,衛所制度
1029,廟街
1030,佃客
1031,30比0
1032,[CLS]
1033,合理的稅制
1034,阿根廷
1035,通古斯盆地
1036,陳侃
1037,韌性
1038,群帶路所
1039,44年
1040,彰化市
1041,稻草
1042,668年春夏
1043,皇家法律
1044,颱風來襲
1045,斯泰提烏斯
1046,新舊軍事貴族
1047,庫力台大會推舉
1048,韓戰
1049,1284年
1050,第四
1051,引自八掌溪的蘭潭
1052,1941年9月
1053,基輔羅斯
1054,多倫多證券交易所
1055,凡爾賽條約的連鎖反應
1056,視杆細胞
1057,1985年
1058,四個
1059,1998年
1060,粳稻
1061,1954年
1062,三千個
1063,聯合國成員中的獨裁政體影響力越來越大
1064,5次
1065,中國移動
1066,1900年
1067,1990年代
1068,平原
1069,滿洲是清朝的發祥地
1070,唐娜·瑞德
1071,100億美元
1072,曹溪宗
1073,九龍寨城
1074,中國
1075,重慶
1076,慕容垂
1077,參宿四
1078,1976年
1079,精神污染
1080,1947年
1081,郭沫若
1082,張之洞
1083,儒略日數字位數太多
1084,為擺脫石油危機
1085,1314年
1086,中華人民共和國
1087,西德
1088,1989年
1089,突厥
1090,盤古大陸
1091,秋新論壇
1092,[CLS]
1093,70年代
1094,2007年5月
1095,譚詠麟
1096,政治題材
1097,拜占廷
1098,英國王政復辟
1099,1959年
1100,美國
1101,剛果民主共和國
1102,臺灣閩南語
1103,王世杰
1104,放在米缸中
1105,大小
1106,第二次世界大戰
1107,環境保護主義
1108,忽必烈
1109,神風特攻隊
1110,二尖瓣
1111,艾爾弗雷德•牛頓
1112,跨年活動
1113,非常注重傳統
1114,腦源性神經營養因子
1115,中國
1116,磁浮列車
1117,露點溫度
1118,心房鈉尿肽
1119,1972年
1120,開放式社會主義體制
1121,無人飛機
1122,匹茲堡市中心
1123,美國南方公司於美國達拉斯開設了27家圖騰商店
1124,1987年
1125,反共抗俄
1126,14世紀
1127,烏布利希
1128,丘處機
1129,1947年行憲
1130,[CLS]
1131,古典音樂
1132,堡並屠宰
1133,李伯曼
1134,明尼蘇達州
1135,綏靖政策
1136,印度
1137,河狸
1138,托土拉島
1139,路易九世
1140,分子複製
1141,斯隆管理學院
1142,羅爾德·阿蒙森
1143,地球空間
1144,1946年1月5日
1145,1611年
1146,豆科
1147,「喚醒了對由氣候變化所帶來的危險的意識」
1148,耳廓
1149,福樓拜
1150,維爾納•海森堡
1151,[UNK]-850型
1152,人口
1153,三天三夜
1154,為華僑報仇
1155,金正恩
1156,英國
1157,指導全國環境保護努力
1158,共識似乎已經達到了維基代碼需要上下文有關文法的程度
1159,[CLS]
1160,中世紀
1161,1041年
1162,沙溪
1163,西班牙
1164,岳飛
1165,所作所為
1166,清同治年間
1167,林森
1168,多倍體育種
1169,陳誠
1170,沃爾特·格羅佩斯
1171,求知慾
1172,1993年
1173,1939年
1174,愛丁頓光度
1175,遇到低溫就深灌水
1176,150名
1177,6.40米
1178,政府平等對待同志群體的決心
1179,宋元時期
1180,1982年
1181,權不外假
1182,河北省
1183,蘇門答臘島
1184,李達
1185,1960年代
1186,世界鋼都
1187,少女模特兒
1188,民國三十五年
1189,空中
1190,19世紀
1191,汾河
1192,九龍站
1193,二千人
1194,湯瑪士·傑克森
1195,豬灣入侵
1196,國際人道法
1197,英國
1198,[UNK][UNK]自動步槍系列
1199,蘇聯政府
1200,2億台
1201,米倉山西麓
1202,元祿年間
1203,高等法院
1204,美國國家環境保護局
1205,羊
1206,1992年
1207,羅伯甘迺迪
1208,美國
1209,1917年
1210,1975年
1211,前無畏艦
1212,劍橋大學
1213,《理想國》
1214,為防止房價上漲影響港人置業
1215,2006年
1216,馬基維利
1217,藥用植物
1218,濱海遊牧民族阿拉瓦克人
1219,民國5年
1220,獸醫學院
1221,美國總統科技顧問委員會
1222,感光細胞前毛細血管裏的白血球
1223,1950年代
1224,康熙七年
1225,班傑明·富蘭克林
1226,地熱能
1227,《教會史》
1228,導入人工智慧化的新世代[UNK]系統
1229,《聯邦法令廢止權條例》
1230,羅洛·梅
1231,三國
1232,患病
1233,元朝
1234,體積
1235,瓊·愛麗遜
1236,基督教
1237,2007年
1238,楊善德
1239,2003年
1240,熱帶草原氣候
1241,本質的邪惡
1242,《水滸傳》
1243,1238年
1244,1927年
1245,金正恩
1246,遠東紅點鮭
1247,[CLS]
1248,產量比原水稻多上一倍
